"X","participant","gender","age","language","logical_training","trial_type","card_type","guess_type","card","guess","response","aim","comments","response_type"
521,"anon3","female",58,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
522,"anon3","female",58,"English","No","XY_X","XY","X","catele","ele","right","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
523,"anon3","female",58,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
524,"anon3","female",58,"English","No","X_XorY","X","XorY","dog","catordog","right","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
525,"anon3","female",58,"English","No","XY_Z","XY","Z","catdog","ele","wrong","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
526,"anon3","female",58,"English","No","XY_XandY","XY","XandY","catele","catandele","right","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
527,"anon3","female",58,"English","No","X_Z","X","Z","cat","ele","wrong","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
528,"anon3","female",58,"English","No","XY_Z","XY","Z","catele","dog","wrong","I have absolutely no idea.","The first question I had to just guess because the picture did not show up.","binary"
529,"anon30","male",69,"English","No","XY_Z","XY","Z","dogele","cat","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
530,"anon30","male",69,"English","No","XY_Z","XY","Z","catdog","ele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
531,"anon30","male",69,"English","No","X_Z","X","Z","ele","cat","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
532,"anon30","male",69,"English","No","X_X","X","X","cat","cat","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
533,"anon30","male",69,"English","No","XY_X","XY","X","catele","cat","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
534,"anon30","male",69,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
535,"anon30","male",69,"English","No","XY_X","XY","X","dogele","ele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
536,"anon30","male",69,"English","No","X_Z","X","Z","ele","dog","wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
537,"anon30","male",69,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
538,"anon30","male",69,"English","No","XY_XorY","XY","XorY","catele","catorele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
539,"anon30","male",69,"English","No","X_XandY","X","XandY","cat","catandele","wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
540,"anon30","male",69,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
541,"anon30","male",69,"English","No","XY_XandY","XY","XandY","catele","catandele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
542,"anon30","male",69,"English","No","XY_Z","XY","Z","catele","dog","wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
543,"anon30","male",69,"English","No","XY_XorY","XY","XorY","dogele","dogorele","kinda right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
544,"anon30","male",69,"English","No","X_XorY","X","XorY","cat","catordog","kinda right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
545,"anon30","male",69,"English","No","XY_X","XY","X","dogele","dog","kinda right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
546,"anon30","male",69,"English","No","X_X","X","X","dog","dog","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
547,"anon30","male",69,"English","No","X_XandY","X","XandY","cat","catanddog","kinda wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
548,"anon30","male",69,"English","No","X_XorY","X","XorY","ele","dogorele","kinda right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
549,"anon30","male",69,"English","No","X_X","X","X","ele","ele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
550,"anon30","male",69,"English","No","X_Z","X","Z","dog","ele","wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
551,"anon30","male",69,"English","No","X_XandY","X","XandY","dog","catanddog","wrong","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
552,"anon30","male",69,"English","No","X_XorY","X","XorY","dog","dogorele","right","Interesting.","Initially the pictures were REALLY slow to load. In fact, they were so slow at the beginning that I thought it was part of the experiment, that I had to ""guess"" if the animal(s) was correct. Later I started seeing the images and they were loading more quickly. And, btw, I have a fast internet connection. So, I guess I would say that the experiment was somewhat flawed.","quatenary"
577,"anon33","female",27,"English","No","XY_Z","XY","Z","catdog","ele","wrong","I'm not sure.","","quatenary"
578,"anon33","female",27,"English","No","X_X","X","X","ele","ele","right","I'm not sure.","","quatenary"
579,"anon33","female",27,"English","No","XY_X","XY","X","catele","ele","kinda right","I'm not sure.","","quatenary"
580,"anon33","female",27,"English","No","XY_XorY","XY","XorY","catdog","catordog","kinda right","I'm not sure.","","quatenary"
581,"anon33","female",27,"English","No","X_XandY","X","XandY","ele","catandele","kinda wrong","I'm not sure.","","quatenary"
582,"anon33","female",27,"English","No","X_Z","X","Z","ele","dog","wrong","I'm not sure.","","quatenary"
583,"anon33","female",27,"English","No","XY_Z","XY","Z","catele","dog","wrong","I'm not sure.","","quatenary"
584,"anon33","female",27,"English","No","X_X","X","X","cat","cat","right","I'm not sure.","","quatenary"
585,"anon33","female",27,"English","No","X_XorY","X","XorY","dog","catordog","kinda right","I'm not sure.","","quatenary"
586,"anon33","female",27,"English","No","X_Z","X","Z","cat","ele","wrong","I'm not sure.","","quatenary"
587,"anon33","female",27,"English","No","XY_XorY","XY","XorY","dogele","dogorele","kinda right","I'm not sure.","","quatenary"
588,"anon33","female",27,"English","No","XY_X","XY","X","dogele","ele","kinda right","I'm not sure.","","quatenary"
589,"anon33","female",27,"English","No","X_X","X","X","dog","dog","right","I'm not sure.","","quatenary"
590,"anon33","female",27,"English","No","X_XorY","X","XorY","ele","dogorele","right","I'm not sure.","","quatenary"
591,"anon33","female",27,"English","No","XY_XandY","XY","XandY","catele","catandele","right","I'm not sure.","","quatenary"
592,"anon33","female",27,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","I'm not sure.","","quatenary"
593,"anon33","female",27,"English","No","XY_XorY","XY","XorY","catele","catorele","kinda right","I'm not sure.","","quatenary"
594,"anon33","female",27,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","I'm not sure.","","quatenary"
595,"anon33","female",27,"English","No","X_XorY","X","XorY","cat","catorele","kinda right","I'm not sure.","","quatenary"
596,"anon33","female",27,"English","No","XY_Z","XY","Z","dogele","cat","wrong","I'm not sure.","","quatenary"
597,"anon33","female",27,"English","No","X_XandY","X","XandY","dog","catanddog","kinda wrong","I'm not sure.","","quatenary"
598,"anon33","female",27,"English","No","X_Z","X","Z","ele","cat","wrong","I'm not sure.","","quatenary"
599,"anon33","female",27,"English","No","X_XandY","X","XandY","dog","dogandele","kinda wrong","I'm not sure.","","quatenary"
600,"anon33","female",27,"English","No","XY_X","XY","X","dogele","dog","kinda right","I'm not sure.","","quatenary"
601,"anon34","female",30,"ENGLISH","No","X_X","X","X","ele","ele","right","I'M NOT SURE","","ternary"
602,"anon34","female",30,"ENGLISH","No","X_XandY","X","XandY","cat","catandele","neiter","I'M NOT SURE","","ternary"
603,"anon34","female",30,"ENGLISH","No","X_XorY","X","XorY","ele","dogorele","right","I'M NOT SURE","","ternary"
604,"anon34","female",30,"ENGLISH","No","XY_Z","XY","Z","catele","dog","wrong","I'M NOT SURE","","ternary"
605,"anon34","female",30,"ENGLISH","No","X_Z","X","Z","cat","ele","wrong","I'M NOT SURE","","ternary"
606,"anon34","female",30,"ENGLISH","No","XY_X","XY","X","catele","cat","right","I'M NOT SURE","","ternary"
607,"anon34","female",30,"ENGLISH","No","X_XandY","X","XandY","dog","catanddog","neiter","I'M NOT SURE","","ternary"
608,"anon34","female",30,"ENGLISH","No","XY_XandY","XY","XandY","dogele","dogandele","right","I'M NOT SURE","","ternary"
609,"anon34","female",30,"ENGLISH","No","X_X","X","X","cat","cat","right","I'M NOT SURE","","ternary"
610,"anon34","female",30,"ENGLISH","No","XY_XorY","XY","XorY","catele","catorele","right","I'M NOT SURE","","ternary"
611,"anon34","female",30,"ENGLISH","No","XY_XandY","XY","XandY","catdog","catanddog","right","I'M NOT SURE","","ternary"
612,"anon34","female",30,"ENGLISH","No","XY_Z","XY","Z","catdog","ele","wrong","I'M NOT SURE","","ternary"
613,"anon34","female",30,"ENGLISH","No","X_XorY","X","XorY","dog","dogorele","right","I'M NOT SURE","","ternary"
614,"anon34","female",30,"ENGLISH","No","XY_X","XY","X","dogele","ele","right","I'M NOT SURE","","ternary"
615,"anon34","female",30,"ENGLISH","No","XY_X","XY","X","catdog","dog","neiter","I'M NOT SURE","","ternary"
616,"anon34","female",30,"ENGLISH","No","XY_Z","XY","Z","dogele","cat","wrong","I'M NOT SURE","","ternary"
617,"anon34","female",30,"ENGLISH","No","X_XorY","X","XorY","cat","catordog","right","I'M NOT SURE","","ternary"
618,"anon34","female",30,"ENGLISH","No","X_Z","X","Z","ele","cat","wrong","I'M NOT SURE","","ternary"
619,"anon34","female",30,"ENGLISH","No","XY_XorY","XY","XorY","dogele","dogorele","neiter","I'M NOT SURE","","ternary"
620,"anon34","female",30,"ENGLISH","No","X_XandY","X","XandY","ele","dogandele","wrong","I'M NOT SURE","","ternary"
621,"anon34","female",30,"ENGLISH","No","XY_XandY","XY","XandY","catele","catandele","right","I'M NOT SURE","","ternary"
622,"anon34","female",30,"ENGLISH","No","X_Z","X","Z","cat","dog","wrong","I'M NOT SURE","","ternary"
623,"anon34","female",30,"ENGLISH","No","X_X","X","X","dog","dog","right","I'M NOT SURE","","ternary"
624,"anon34","female",30,"ENGLISH","No","XY_XorY","XY","XorY","catdog","catordog","neiter","I'M NOT SURE","","ternary"
625,"anon35","male",28,"English","No","X_Z","X","Z","dog","ele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
626,"anon35","male",28,"English","No","X_XandY","X","XandY","ele","catandele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
627,"anon35","male",28,"English","No","XY_Z","XY","Z","catdog","ele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
628,"anon35","male",28,"English","No","X_Z","X","Z","dog","cat","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
629,"anon35","male",28,"English","No","XY_XorY","XY","XorY","catdog","catordog","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
630,"anon35","male",28,"English","No","XY_XorY","XY","XorY","dogele","dogorele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
631,"anon35","male",28,"English","No","XY_XandY","XY","XandY","catele","catandele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
632,"anon35","male",28,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
633,"anon35","male",28,"English","No","X_X","X","X","dog","dog","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
634,"anon35","male",28,"English","No","X_X","X","X","ele","ele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
635,"anon35","male",28,"English","No","XY_Z","XY","Z","dogele","cat","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
636,"anon35","male",28,"English","No","XY_X","XY","X","catele","cat","neiter","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
637,"anon35","male",28,"English","No","XY_Z","XY","Z","catele","dog","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
638,"anon35","male",28,"English","No","X_XorY","X","XorY","ele","dogorele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
639,"anon35","male",28,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
640,"anon35","male",28,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
641,"anon35","male",28,"English","No","X_XorY","X","XorY","ele","catorele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
642,"anon35","male",28,"English","No","X_XandY","X","XandY","cat","catanddog","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
643,"anon35","male",28,"English","No","XY_X","XY","X","catdog","dog","neiter","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
644,"anon35","male",28,"English","No","XY_X","XY","X","catele","ele","neiter","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
645,"anon35","male",28,"English","No","X_X","X","X","cat","cat","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
646,"anon35","male",28,"English","No","X_XorY","X","XorY","cat","catorele","right","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
647,"anon35","male",28,"English","No","X_Z","X","Z","cat","ele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
648,"anon35","male",28,"English","No","XY_XorY","XY","XorY","catele","catorele","wrong","To understand how people respond to sentences depending on the wording. ","No issues. ","ternary"
649,"anon36","female",54,"English","No","X_Z","X","Z","dog","ele","wrong","not sure","fun","binary"
650,"anon36","female",54,"English","No","X_X","X","X","cat","cat","right","not sure","fun","binary"
651,"anon36","female",54,"English","No","X_X","X","X","ele","ele","right","not sure","fun","binary"
652,"anon36","female",54,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","not sure","fun","binary"
653,"anon36","female",54,"English","No","X_XandY","X","XandY","ele","catandele","right","not sure","fun","binary"
654,"anon36","female",54,"English","No","X_XandY","X","XandY","ele","dogandele","wrong","not sure","fun","binary"
655,"anon36","female",54,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","not sure","fun","binary"
656,"anon36","female",54,"English","No","XY_X","XY","X","dogele","dog","right","not sure","fun","binary"
657,"anon36","female",54,"English","No","XY_X","XY","X","dogele","ele","right","not sure","fun","binary"
658,"anon36","female",54,"English","No","XY_XorY","XY","XorY","catele","catorele","right","not sure","fun","binary"
659,"anon36","female",54,"English","No","XY_Z","XY","Z","catdog","ele","wrong","not sure","fun","binary"
660,"anon36","female",54,"English","No","XY_X","XY","X","catele","cat","right","not sure","fun","binary"
661,"anon36","female",54,"English","No","X_X","X","X","dog","dog","right","not sure","fun","binary"
662,"anon36","female",54,"English","No","XY_Z","XY","Z","dogele","cat","wrong","not sure","fun","binary"
663,"anon36","female",54,"English","No","X_XorY","X","XorY","dog","catordog","right","not sure","fun","binary"
664,"anon36","female",54,"English","No","X_XorY","X","XorY","ele","dogorele","right","not sure","fun","binary"
665,"anon36","female",54,"English","No","X_Z","X","Z","cat","ele","wrong","not sure","fun","binary"
666,"anon36","female",54,"English","No","XY_XorY","XY","XorY","dogele","dogorele","right","not sure","fun","binary"
667,"anon36","female",54,"English","No","XY_Z","XY","Z","catele","dog","wrong","not sure","fun","binary"
668,"anon36","female",54,"English","No","XY_XandY","XY","XandY","catele","catandele","right","not sure","fun","binary"
669,"anon36","female",54,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","not sure","fun","binary"
670,"anon36","female",54,"English","No","X_Z","X","Z","ele","cat","wrong","not sure","fun","binary"
671,"anon36","female",54,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","not sure","fun","binary"
672,"anon36","female",54,"English","No","X_XorY","X","XorY","cat","catorele","right","not sure","fun","binary"
721,"anon39","female",35,"English","No","X_XandY","X","XandY","dog","dogandele","wrong","behavior ","none ","quatenary"
722,"anon39","female",35,"English","No","X_X","X","X","dog","dog","right","behavior ","none ","quatenary"
723,"anon39","female",35,"English","No","XY_XandY","XY","XandY","catdog","catanddog","right","behavior ","none ","quatenary"
724,"anon39","female",35,"English","No","X_XorY","X","XorY","cat","catordog","right","behavior ","none ","quatenary"
725,"anon39","female",35,"English","No","XY_XorY","XY","XorY","catele","catorele","right","behavior ","none ","quatenary"
726,"anon39","female",35,"English","No","XY_XorY","XY","XorY","dogele","dogorele","kinda right","behavior ","none ","quatenary"
727,"anon39","female",35,"English","No","XY_Z","XY","Z","catele","dog","wrong","behavior ","none ","quatenary"
728,"anon39","female",35,"English","No","X_XandY","X","XandY","dog","catanddog","wrong","behavior ","none ","quatenary"
729,"anon39","female",35,"English","No","X_X","X","X","cat","cat","right","behavior ","none ","quatenary"
730,"anon39","female",35,"English","No","XY_XorY","XY","XorY","catdog","catordog","right","behavior ","none ","quatenary"
731,"anon39","female",35,"English","No","XY_Z","XY","Z","catdog","ele","wrong","behavior ","none ","quatenary"
732,"anon39","female",35,"English","No","X_XorY","X","XorY","dog","catordog","wrong","behavior ","none ","quatenary"
733,"anon39","female",35,"English","No","X_Z","X","Z","dog","cat","wrong","behavior ","none ","quatenary"
734,"anon39","female",35,"English","No","X_X","X","X","ele","ele","right","behavior ","none ","quatenary"
735,"anon39","female",35,"English","No","X_XandY","X","XandY","ele","dogandele","right","behavior ","none ","quatenary"
736,"anon39","female",35,"English","No","XY_Z","XY","Z","dogele","cat","wrong","behavior ","none ","quatenary"
737,"anon39","female",35,"English","No","XY_XandY","XY","XandY","catele","catandele","right","behavior ","none ","quatenary"
738,"anon39","female",35,"English","No","XY_X","XY","X","catdog","cat","kinda right","behavior ","none ","quatenary"
739,"anon39","female",35,"English","No","X_Z","X","Z","dog","ele","wrong","behavior ","none ","quatenary"
740,"anon39","female",35,"English","No","XY_XandY","XY","XandY","dogele","dogandele","right","behavior ","none ","quatenary"
741,"anon39","female",35,"English","No","X_Z","X","Z","ele","cat","wrong","behavior ","none ","quatenary"
742,"anon39","female",35,"English","No","X_XorY","X","XorY","ele","dogorele","wrong","behavior ","none ","quatenary"
743,"anon39","female",35,"English","No","XY_X","XY","X","catele","ele","kinda right","behavior ","none ","quatenary"
744,"anon39","female",35,"English","No","XY_X","XY","X","dogele","ele","kinda right","behavior ","none ","quatenary"
769,"anon40","male",35,"english","No","X_Z","X","Z","cat","dog","wrong","I have no idea ","","binary"
770,"anon40","male",35,"english","No","XY_Z","XY","Z","catdog","ele","wrong","I have no idea ","","binary"
771,"anon40","male",35,"english","No","XY_X","XY","X","catele","ele","right","I have no idea ","","binary"
772,"anon40","male",35,"english","No","XY_XandY","XY","XandY","catele","catandele","right","I have no idea ","","binary"
773,"anon40","male",35,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","I have no idea ","","binary"
774,"anon40","male",35,"english","No","X_XandY","X","XandY","dog","dogandele","wrong","I have no idea ","","binary"
775,"anon40","male",35,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","I have no idea ","","binary"
776,"anon40","male",35,"english","No","XY_X","XY","X","catdog","dog","right","I have no idea ","","binary"
777,"anon40","male",35,"english","No","X_XorY","X","XorY","dog","catordog","right","I have no idea ","","binary"
778,"anon40","male",35,"english","No","X_Z","X","Z","ele","cat","wrong","I have no idea ","","binary"
779,"anon40","male",35,"english","No","XY_Z","XY","Z","catele","dog","wrong","I have no idea ","","binary"
780,"anon40","male",35,"english","No","X_XandY","X","XandY","ele","dogandele","right","I have no idea ","","binary"
781,"anon40","male",35,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","I have no idea ","","binary"
782,"anon40","male",35,"english","No","X_XorY","X","XorY","cat","catordog","right","I have no idea ","","binary"
783,"anon40","male",35,"english","No","X_X","X","X","cat","cat","right","I have no idea ","","binary"
784,"anon40","male",35,"english","No","XY_X","XY","X","catdog","cat","right","I have no idea ","","binary"
785,"anon40","male",35,"english","No","X_XandY","X","XandY","cat","catandele","wrong","I have no idea ","","binary"
786,"anon40","male",35,"english","No","XY_XorY","XY","XorY","catdog","catordog","right","I have no idea ","","binary"
787,"anon40","male",35,"english","No","XY_XorY","XY","XorY","catele","catorele","right","I have no idea ","","binary"
788,"anon40","male",35,"english","No","X_X","X","X","ele","ele","right","I have no idea ","","binary"
789,"anon40","male",35,"english","No","XY_Z","XY","Z","dogele","cat","wrong","I have no idea ","","binary"
790,"anon40","male",35,"english","No","X_XorY","X","XorY","ele","dogorele","right","I have no idea ","","binary"
791,"anon40","male",35,"english","No","X_X","X","X","dog","dog","right","I have no idea ","","binary"
792,"anon40","male",35,"english","No","X_Z","X","Z","cat","ele","wrong","I have no idea ","","binary"
817,"anon42","male",22,"english","No","XY_X","XY","X","dogele","ele","right","","","binary"
818,"anon42","male",22,"english","No","XY_Z","XY","Z","dogele","cat","wrong","","","binary"
819,"anon42","male",22,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","","","binary"
820,"anon42","male",22,"english","No","X_X","X","X","ele","ele","right","","","binary"
821,"anon42","male",22,"english","No","X_X","X","X","cat","cat","right","","","binary"
822,"anon42","male",22,"english","No","X_XorY","X","XorY","ele","dogorele","right","","","binary"
823,"anon42","male",22,"english","No","XY_XandY","XY","XandY","catdog","catanddog","right","","","binary"
824,"anon42","male",22,"english","No","XY_XorY","XY","XorY","catele","catorele","right","","","binary"
825,"anon42","male",22,"english","No","X_X","X","X","dog","dog","right","","","binary"
826,"anon42","male",22,"english","No","X_Z","X","Z","ele","cat","wrong","","","binary"
827,"anon42","male",22,"english","No","X_XorY","X","XorY","dog","dogorele","right","","","binary"
828,"anon42","male",22,"english","No","X_Z","X","Z","dog","ele","wrong","","","binary"
829,"anon42","male",22,"english","No","XY_XandY","XY","XandY","dogele","dogandele","right","","","binary"
830,"anon42","male",22,"english","No","XY_X","XY","X","catdog","cat","wrong","","","binary"
831,"anon42","male",22,"english","No","X_XandY","X","XandY","ele","catandele","wrong","","","binary"
832,"anon42","male",22,"english","No","XY_XorY","XY","XorY","catdog","catordog","right","","","binary"
833,"anon42","male",22,"english","No","X_Z","X","Z","ele","dog","wrong","","","binary"
834,"anon42","male",22,"english","No","X_XandY","X","XandY","ele","dogandele","wrong","","","binary"
835,"anon42","male",22,"english","No","XY_X","XY","X","catele","cat","right","","","binary"
836,"anon42","male",22,"english","No","XY_XandY","XY","XandY","catele","catandele","right","","","binary"
837,"anon42","male",22,"english","No","X_XorY","X","XorY","ele","catorele","right","","","binary"
838,"anon42","male",22,"english","No","X_XandY","X","XandY","cat","catanddog","right","","","binary"
839,"anon42","male",22,"english","No","XY_Z","XY","Z","catdog","ele","right","","","binary"
840,"anon42","male",22,"english","No","XY_Z","XY","Z","catele","dog","right","","","binary"
841,"anon43","male",28,"english","No","XY_X","XY","X","catdog","cat","right","not sure","","ternary"
842,"anon43","male",28,"english","No","X_XorY","X","XorY","dog","dogorele","right","not sure","","ternary"
843,"anon43","male",28,"english","No","X_Z","X","Z","dog","ele","wrong","not sure","","ternary"
844,"anon43","male",28,"english","No","X_X","X","X","dog","dog","right","not sure","","ternary"
845,"anon43","male",28,"english","No","XY_XorY","XY","XorY","dogele","dogorele","right","not sure","","ternary"
846,"anon43","male",28,"english","No","X_XandY","X","XandY","dog","catanddog","wrong","not sure","","ternary"
